site_ID,sample_dt,state_abb,HUC02_code,d2H__permil,d18O__permil,latitude,longitude,elevation__m,mean_annual_air_temp__degC,annual_precip__mm,d2H_precip_annual__permil,d18O_precip_annual__permil,dist2coast__km,d2H_precip_season_1__permil,d2H_precip_season_2__permil,d18O_precip_season_1__permil,d18O_precip_season_2__permil
MN040 - 433345096110001,1997-04-09,MN,10,-71,-10.13,43.5624693,-96.1836392,425.19353855531847,7.449999809265137,719.1099891662598,-58.027363555851245,-8.402939521905934,1457.538875,-91.28021426014175,-45.77081658509266,-12.688502110468612,-6.823339629760369
MN040 - 433345096110001,1997-06-02,MN,10,-66.3,-9.62,43.5624693,-96.1836392,425.19353855531847,7.449999809265137,719.1099891662598,-58.027363555851245,-8.402939521905934,1457.538875,-91.28021426014175,-45.77081658509266,-12.688502110468612,-6.823339629760369
MN040 - 433413096111701,1997-08-28,MN,10,-62.6,-8.97,43.57024715,-96.1883616,426.2176165803109,7.449999809265137,722.6700019836426,-58.43325909104304,-8.454277372506743,1457.538875,-91.53003901212877,-45.75123626772844,-12.720235022486623,-6.819647854950166
MN040 - 433725096125001,1996-08-14,MN,10,-63.46,-8.45,43.62358067,-96.214196,435.355074672356,7.389999866485596,727.980001449585,-58.844330004140545,-8.508296347488022,1456.37325,-91.92830370296068,-45.81773456928761,-12.769872737773138,-6.8303288430322855
MN040 - 433922096114001,1997-08-27,MN,10,-71.5,-10.16,43.6560803,-96.1947508,438.5675099055166,7.289999961853027,729.8200054168701,-59.49015318596227,-8.57968560638681,1449.581375,-92.83100586262479,-46.311762115326474,-12.871986905077481,-6.883099572917558
MN040 - 433932096113701,1996-04-11,MN,10,-66.8,-9.99,43.6588581,-96.1939174,438.2901554404145,7.289999961853027,729.8200054168701,-59.38883358327649,-8.564852740681546,1449.581375,-92.6755164574467,-46.23185380790115,-12.851854066829898,-6.870361587953648
MN040 - 433932096113701,1996-08-29,MN,10,-67.9,-9.8,43.6588581,-96.1939174,438.2901554404145,7.289999961853027,729.8200054168701,-59.38883358327649,-8.564852740681546,1449.581375,-92.6755164574467,-46.23185380790115,-12.851854066829898,-6.870361587953648
MN040 - 433932096113701,1997-04-08,MN,10,-71.6,-10.06,43.6588581,-96.1939174,438.2901554404145,7.289999961853027,729.8200054168701,-59.38883358327649,-8.564852740681546,1449.581375,-92.6755164574467,-46.23185380790115,-12.851854066829898,-6.870361587953648
MN040 - 443119093050101,2018-08-02,MN,7,-62.1,-8.96,44.52213056,-93.0842417,274.7394087168546,7.420000076293945,790.4899921417236,-59.98066654838806,-8.663186590781404,1211.018875,-95.14679796776109,-46.83439166622472,-13.198517210077974,-6.967728469446925
MN040 - 445245092545501,2018-08-07,MN,7,-53.9,-6.79,44.8790083,-92.9151194,280.99055166107894,7.679999828338623,825.4699935913086,-61.47901966571693,-8.885734078803157,1174.175,-97.94224839376756,-47.328814749032716,-13.553808904049387,-7.074204516764953
MN040 - 445919092500101,2018-07-11,MN,7,-62.8,-9.01,44.9883861,-92.8340667,280.9814081072843,7.46999979019165,850.8900012969971,-62.58541532601095,-8.985871739985946,1160.650625,-99.00311025272511,-48.578474011413014,-13.657110169606915,-7.189224205764944
MN040 - 450348093015301,2012-08-27,MN,7,-62.7,-8.87,45.06329938,-93.031607,285.1965864065834,7.599999904632568,829.5899982452393,-63.48513894993515,-9.11216738071407,1163.29425,-100.21955414458743,-48.870727158112835,-13.81437520795791,-7.2414420837863
MN040 - 450451092574201,2011-05-10,MN,7,-61.3,-8.46,45.08079975,-92.961882,286.59250228588843,7.449999809265137,843.0999965667725,-63.026168191669925,-9.056606644764601,1160.58875,-99.9662113733492,-48.70264963225091,-13.78098670284205,-7.224726092232463
MN040 - 450451092574201,2011-08-12,MN,7,-62.2,-8.48,45.08079975,-92.961882,286.59250228588843,7.449999809265137,843.0999965667725,-63.026168191669925,-9.056606644764601,1160.58875,-99.9662113733492,-48.70264963225091,-13.78098670284205,-7.224726092232463
MN040 - 450459092593001,2011-08-09,MN,7,-34,-3.64,45.0830219,-92.9918835,290.23468454739407,7.559999942779541,835.1300029754639,-63.36315384405009,-9.093573068343819,1160.58875,-100.27335308165381,-48.87210484877014,-13.817210297111309,-7.239059686777545
MN040 - 450540093001201,2011-08-11,MN,7,-55.9,-7.67,45.09441085,-93.0035508,284.751600121914,7.559999942779541,835.1300029754639,-63.35098647211954,-9.092741564607692,1163.29425,-100.28583454490364,-48.850260274005436,-13.818730243548906,-7.2373049970128225
MN040 - 450542093001501,2011-08-09,MN,7,-45.4,-5.64,45.0949664,-93.0043842,284.92532764401096,7.559999942779541,835.1300029754639,-63.35098647211954,-9.092741564607692,1163.29425,-100.28583454490364,-48.850260274005436,-13.818730243548906,-7.2373049970128225
MN040 - 450546093002401,2011-08-09,MN,7,-63.5,-9.14,45.0960775,-93.0068843,287.1654983236818,7.559999942779541,835.1300029754639,-63.35098647211954,-9.092741564607692,1163.29425,-100.28583454490364,-48.850260274005436,-13.818730243548906,-7.2373049970128225
MN040 - 450728093082701,2014-10-20,MN,7,-62.4,-8.88,45.12441039,-93.1410561,275.24839987808593,7.489999771118164,817.4900074005127,-63.416732942568345,-9.106886604356188,1164.7075,-100.12668777133496,-48.689459783180475,-13.803901707204117,-7.222541449251531
MN040 - 450738093073501,2014-10-20,MN,7,-60.8,-8.62,45.1272222,-93.1263889,276.5345931118561,7.489999771118164,817.4900074005127,-63.44435878833356,-9.109799519302715,1164.7075,-100.20370220739048,-48.69727195166823,-13.811722356531817,-7.223485483028051
MN040 - 450810092583501,2018-08-16,MN,7,-64,-9.57,45.13594167,-92.9766639,287.63791526973483,7.320000171661377,832.8999977111816,-62.95109591651027,-9.0387213646696285,1156.554625,-100.0989395522881,-48.67467493480723,-13.788353012961995,-7.21337343998858
MN040 - 451022092535301,2014-10-27,MN,7,-62.8,-8.92,45.1727447,-92.8982693,308.1956720512039,7.170000076293945,827.3700065612793,-63.008546043238645,-9.04931431274199,1147.109625,-100.28751529302284,-48.62768513438625,-13.807495189299845,-7.213782390545642
MN040 - 451602092515601,2018-07-19,MN,7,-64.3,-9.26,45.2671361,-92.8656861,287.9487960987504,7.03000020980835,801.7800064086914,-63.407295666510294,-9.092752649327753,1139.07625,-100.48534508472997,-48.839403131645795,-13.838188675263345,-7.228280226954694
OH015 - 400118081082200,2006-07-20,OH,5,-53.1,-8.4,40.02173698,-81.1392715,384.9436147516001,10.489999771118164,1064.0300025939941,-49.451417445009824,-7.865799939886097,420.67525,-69.50386674136904,-33.753714108273996,-10.456443054744375,-5.837761113195815
OH015 - 405211081254200,2006-07-24,OH,5,-56.3,-8.73,40.86963889,-81.42825,325.20572996037794,10.279999732971191,989.5299873352051,-53.8094042985719,-8.306032055307663,475.341875,-75.61513250609252,-37.83292316142185,-11.158580404137368,-6.216045313089822
TX001 - 315615102123815,2017-05-31,TX,12,-37.5,-5.62,31.93762416,-102.2109736,870.7711063700091,17.959999084472656,365.1499996185303,-35.132837037791056,-5.61878894010379,669.679875,-50.044793738740104,-27.451012889384117,-7.557911976853878,-4.61985883046157
USEPA - 351404107513401,2016-10-07,NM,13,-66.6,-8.71,35.2535,-107.868,2008.838768668089,10.380000114440918,241.03999996185303,-67.03805242547149,-9.355432035107562,671.2385,-95.09567409914894,-48.34783715221036,-12.994419756015853,-6.931368244986675
USEPA - 394208082252201,2013-08-13,OH,5,-47.9,-7.4,39.70227778,-82.4229167,242.60896068271867,10.8100004196167,1006.4600105285645,-46.45605591246509,-7.44656423256148,514.93009375,-65.71174050912718,-31.573256641350806,-9.945073210603457,-5.5154562078164044
USEPA - 394257082362603,2013-08-13,OH,5,-46.2,-7.52,39.71563889,-82.6090556,248.70466321243524,11.029999732971191,968.8600006103516,-46.90010618881682,-7.496630424335944,531.293,-66.25480991548906,-32.01333923954317,-10.012152112082866,-5.56180432698387
USEPA - 395259083561501,2013-08-19,OH,5,-44.1,-7.37,39.8846111,-83.9372778,263.33434928375493,11.229999542236328,1039.53999710083,-46.917642689596455,-7.440155081367127,642.9313125,-66.32363769936921,-32.584498534876516,-9.987102899779961,-5.558995755553948
USEPA - 402903082325503,2013-08-12,OH,5,-53.3,-8.36,40.48388889,-82.5487778,328.2535812252362,9.5600004196167,1039.0100021362305,-50.43047663603987,-7.91602952443762,548.72375,-71.65141568036948,-34.76514627505335,-10.688845992581973,-5.869132091962104
USEPA - 440432070255401,2014-08-18,ME,1,-60.5,-9.26,44.0758333,-70.4305556,100.57909174032307,7.110000133514404,1233.579978942871,-64.18211392212763,-9.3734119493668,52.598515625,-80.7500498855063,-47.535553991543004,-11.553683473683328,-7.182793803196918
USEPA - 450959069222101,2014-08-21,ME,1,-65.7,-9.87,45.166075,-69.3739,120.69491008838769,5.380000114440918,1170.7699966430664,-68.79417781061743,-9.9516350730221,130.97184375,-86.31912369336526,-52.030411918376835,-12.284979771281241,-7.719637097207561
USEPA - 451926068350001,2014-08-19,ME,1,-67.8,-10.12,45.32388889,-68.5833333,67.05272782688205,5.769999980926514,1141.2999954223633,-67.64082649974573,-9.797822600671738,116.026734375,-84.16584822674527,-51.96230761404066,-12.019465095608334,-7.689984963388027
USEPA - 453849067521001,2014-08-20,ME,1,-70.1,-10.19,45.6469194,-67.8690583,121.91405059433099,5.090000152587891,1111.0800094604492,-70.06875884320733,-10.127973574689868,80.865328125,-86.53839771863157,-53.823478508984735,-12.335562498431129,-7.9504575795023555
USGS - 252431080261001,2011-05-17,FL,3,-4.32,-1.41,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-06-01,FL,3,-4.29,-1.41,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-07-15,FL,3,-5.95,-1.52,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-08-18,FL,3,-4.29,-1.39,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-09-02,FL,3,-4.19,-1.38,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-10-21,FL,3,-4.25,-1.38,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-11-17,FL,3,-4.76,-1.23,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2011-12-21,FL,3,-4.61,-1.17,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2012-01-12,FL,3,-4.93,-1.35,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2012-02-17,FL,3,-3.83,-1.27,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261001,2017-03-06,FL,3,-3.6,-0.71,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261002,2011-11-17,FL,3,-5.74,-1.33,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261002,2012-01-12,FL,3,-6.94,-1.57,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252431080261002,2012-02-17,FL,3,-5.52,-1.48,25.40852778,-80.4360278,1.097226455348979,24.309999465942383,1316.999984741211,-10.106128653201857,-2.4459996777996635,14.966826171875,-8.3186598567829,-10.87301810867786,-2.3366052927039473,-2.492933898229558
USGS - 252506080261001,2018-08-13,FL,3,-6.3,-1.49,25.4183,-80.43608889,1.2282840597378848,24.309999465942383,1316.999984741211,-10.060579417288155,-2.440478296760995,14.966826171875,-8.288952214756355,-10.820672250617994,-2.335496297120922,-2.4855194428550984
USGS - 252506080300601,2011-05-17,FL,3,-10.93,-2.36,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-06-01,FL,3,-9.79,-2.29,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-07-15,FL,3,-11.47,-2.4,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-08-18,FL,3,-9.04,-2.22,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-09-02,FL,3,-12.65,-2.48,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-10-27,FL,3,-8.99,-2.2,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-11-17,FL,3,-9.46,-2.05,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2011-12-21,FL,3,-10.02,-2.13,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2012-01-13,FL,3,-10.81,-2.31,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2012-02-17,FL,3,-9.79,-2.24,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252506080300601,2017-05-18,FL,3,-9.3,-1.91,25.41851667,-80.5017472,2.4382810118866196,24.280000686645508,1361.3600006103516,-10.411086561364026,-2.4831512018315003,22.975361328125,-8.512772059107103,-11.14012361253213,-2.37724506703028,-2.5238238301570584
USGS - 252532080244301,2010-10-27,FL,3,-5.8,-1.25,25.42641667,-80.4119167,1.3441024078024992,24.309999465942383,1316.999984741211,-10.028898602633006,-2.4335627312337174,14.966826171875,-8.26462404793314,-10.785836881426993,-2.333150564956792,-2.476643252075779
USGS - 252650080252701,2017-05-17,FL,3,-1,-0.17,25.44728889,-80.4243972,1.828710758914965,24.299999237060547,1344.2199897766113,-10.028747357600759,-2.437046173513817,14.966826171875,-8.27155938382579,-10.772297356520367,-2.337186728102893,-2.479301427580726
USGS - 252652080244301,2010-09-22,FL,3,2.9,-0.04,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2011-09-14,FL,3,2.68,0.2,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2011-10-20,FL,3,2.08,0.13,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2011-11-23,FL,3,2.47,0.31,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2011-12-22,FL,3,2.77,0.33,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2012-01-18,FL,3,3.55,0.34,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2012-02-24,FL,3,2.7,0.25,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252652080244301,2017-05-18,FL,3,3.9,0.63,25.4482222,-80.4118056,1.7677537336177993,24.299999237060547,1344.2199897766113,-10.020667563028564,-2.4347947890404074,14.966826171875,-8.26194305223926,-10.764867744347706,-2.3354367576578148,-2.4768378709166083
USGS - 252714080260901,2017-05-10,FL,3,-5,-1.05,25.45400833,-80.4358694,2.7217311795184393,24.299999237060547,1344.2199897766113,-10.075304493504936,-2.4412065348478214,16.071548828125,-8.292673852096717,-10.829620499974135,-2.340731318429847,-2.4837223509692956
USGS - 252718080264901,2011-05-17,FL,3,-10.59,-2.1,25.45419167,-80.4468694,1.6153611703748856,24.270000457763672,1374.879997253418,-10.18443086999009,-2.4514449864867864,16.071548828125,-8.37195389636295,-10.916150112908827,-2.353952416292756,-2.490803950802564
